college_name,city,state,course_supported,fees
Dr. Ram Manohar Lohia Institute of Medical Sciences,Vibhuti,Uttar Pradesh,hec,80000
Dr. Ram Manohar Lohia Institute of Medical Sciences,Vibhuti,Uttar Pradesh,general,80000
Govt Industrial Training Institute for Women,,Andhra Pradesh,mpc,15000
Govt Industrial Training Institute for Women,,Andhra Pradesh,bipc,15000
Govt Industrial Training Institute for Women,,Andhra Pradesh,cec,15000
Govt Industrial Training Institute for Women,,Andhra Pradesh,hec,15000
Govt Industrial Training Institute for Women,,Andhra Pradesh,general,15000
"Govt Industrial Training Institute, Bobbili",Bobbili,Andhra Pradesh,mpc,15000
"Govt Industrial Training Institute, Bobbili",Bobbili,Andhra Pradesh,bipc,15000
"Govt Industrial Training Institute, Bobbili",Bobbili,Andhra Pradesh,cec,15000
"Govt Industrial Training Institute, Bobbili",Bobbili,Andhra Pradesh,hec,15000
"Govt Industrial Training Institute, Bobbili",Bobbili,Andhra Pradesh,general,15000
Govt Industrial Training Institute,,Andhra Pradesh,mpc,15000
Govt Industrial Training Institute,,Andhra Pradesh,bipc,15000
Govt Industrial Training Institute,,Andhra Pradesh,cec,15000
Govt Industrial Training Institute,,Andhra Pradesh,hec,15000
Govt Industrial Training Institute,,Andhra Pradesh,general,15000
"Govt. Industrail Training Institute, Nellore",Nellore,Andhra Pradesh,mpc,15000
"Govt. Industrail Training Institute, Nellore",Nellore,Andhra Pradesh,bipc,15000
"Govt. Industrail Training Institute, Nellore",Nellore,Andhra Pradesh,cec,15000
"Govt. Industrail Training Institute, Nellore",Nellore,Andhra Pradesh,hec,15000
"Govt. Industrail Training Institute, Nellore",Nellore,Andhra Pradesh,general,15000
Govt. Industrial Training Institute (New),,Andhra Pradesh,mpc,15000
Govt. Industrial Training Institute (New),,Andhra Pradesh,bipc,15000
Govt. Industrial Training Institute (New),,Andhra Pradesh,cec,15000
Govt. Industrial Training Institute (New),,Andhra Pradesh,hec,15000
Govt. Industrial Training Institute (New),,Andhra Pradesh,general,15000
Govt. Industrial Training Institute,,Andhra Pradesh,mpc,15000
Govt. Industrial Training Institute,,Andhra Pradesh,bipc,15000
Govt. Industrial Training Institute,,Andhra Pradesh,cec,15000
Govt. Industrial Training Institute,,Andhra Pradesh,hec,15000
Govt. Industrial Training Institute,,Andhra Pradesh,general,15000
"Govt. ITI, Podalakur",Podalakur,Andhra Pradesh,mpc,15000
"Govt. ITI, Podalakur",Podalakur,Andhra Pradesh,bipc,15000
"Govt. ITI, Podalakur",Podalakur,Andhra Pradesh,cec,15000
"Govt. ITI, Podalakur",Podalakur,Andhra Pradesh,hec,15000
"Govt. ITI, Podalakur",Podalakur,Andhra Pradesh,general,15000
"Govt. Industrial Training Institute, Nuzvid",Nuzvid,Andhra Pradesh,mpc,15000
"Govt. Industrial Training Institute, Nuzvid",Nuzvid,Andhra Pradesh,bipc,15000
"Govt. Industrial Training Institute, Nuzvid",Nuzvid,Andhra Pradesh,cec,15000
"Govt. Industrial Training Institute, Nuzvid",Nuzvid,Andhra Pradesh,hec,15000
"Govt. Industrial Training Institute, Nuzvid",Nuzvid,Andhra Pradesh,general,15000
"Govt Industrial Training Institute, Dhone",Dhone,Andhra Pradesh,mpc,15000
"Govt Industrial Training Institute, Dhone",Dhone,Andhra Pradesh,bipc,15000
"Govt Industrial Training Institute, Dhone",Dhone,Andhra Pradesh,cec,15000
"Govt Industrial Training Institute, Dhone",Dhone,Andhra Pradesh,hec,15000
"Govt Industrial Training Institute, Dhone",Dhone,Andhra Pradesh,general,15000
"Govt. ITI, Guntakal",Guntakal,Andhra Pradesh,mpc,15000
"Govt. ITI, Guntakal",Guntakal,Andhra Pradesh,bipc,15000
"Govt. ITI, Guntakal",Guntakal,Andhra Pradesh,cec,15000
"Govt. ITI, Guntakal",Guntakal,Andhra Pradesh,hec,15000
"Govt. ITI, Guntakal",Guntakal,Andhra Pradesh,general,15000
"Govt. ITI, Hindupur",Hindupur,Andhra Pradesh,mpc,15000
"Govt. ITI, Hindupur",Hindupur,Andhra Pradesh,bipc,15000
"Govt. ITI, Hindupur",Hindupur,Andhra Pradesh,cec,15000
"Govt. ITI, Hindupur",Hindupur,Andhra Pradesh,hec,15000
"Govt. ITI, Hindupur",Hindupur,Andhra Pradesh,general,15000
"Govt. ITI, Uravakonda-(M),",Uravakonda-(M),Andhra Pradesh,mpc,15000
"Govt. ITI, Uravakonda-(M),",Uravakonda-(M),Andhra Pradesh,bipc,15000
"Govt. ITI, Uravakonda-(M),",Uravakonda-(M),Andhra Pradesh,cec,15000
"Govt. ITI, Uravakonda-(M),",Uravakonda-(M),Andhra Pradesh,hec,15000
"Govt. ITI, Uravakonda-(M),",Uravakonda-(M),Andhra Pradesh,general,15000
"Govt ITI, Markapur",Markapur,Andhra Pradesh,mpc,15000
"Govt ITI, Markapur",Markapur,Andhra Pradesh,bipc,15000
"Govt ITI, Markapur",Markapur,Andhra Pradesh,cec,15000
"Govt ITI, Markapur",Markapur,Andhra Pradesh,hec,15000
"Govt ITI, Markapur",Markapur,Andhra Pradesh,general,15000
"Govt. ITI, Kandukur",Kandukur,Andhra Pradesh,mpc,15000
"Govt. ITI, Kandukur",Kandukur,Andhra Pradesh,bipc,15000
"Govt. ITI, Kandukur",Kandukur,Andhra Pradesh,cec,15000
"Govt. ITI, Kandukur",Kandukur,Andhra Pradesh,hec,15000
"Govt. ITI, Kandukur",Kandukur,Andhra Pradesh,general,15000
Govt. ITI,,Andhra Pradesh,mpc,15000
Govt. ITI,,Andhra Pradesh,bipc,15000
Govt. ITI,,Andhra Pradesh,cec,15000
Govt. ITI,,Andhra Pradesh,hec,15000
Govt. ITI,,Andhra Pradesh,general,15000
Govt District Level Training Centre / ITI,,Andhra Pradesh,mpc,15000
Govt District Level Training Centre / ITI,,Andhra Pradesh,bipc,15000
Govt District Level Training Centre / ITI,,Andhra Pradesh,cec,15000
Govt District Level Training Centre / ITI,,Andhra Pradesh,hec,15000
Govt District Level Training Centre / ITI,,Andhra Pradesh,general,15000
"Govt District Level Training Centre/ITI, Eluru",Eluru,Andhra Pradesh,mpc,15000
"Govt District Level Training Centre/ITI, Eluru",Eluru,Andhra Pradesh,bipc,15000
"Govt District Level Training Centre/ITI, Eluru",Eluru,Andhra Pradesh,cec,15000
"Govt District Level Training Centre/ITI, Eluru",Eluru,Andhra Pradesh,hec,15000
"Govt District Level Training Centre/ITI, Eluru",Eluru,Andhra Pradesh,general,15000
Govt Residential Industrial Training Institute,,Andhra Pradesh,mpc,15000
Govt Residential Industrial Training Institute,,Andhra Pradesh,bipc,15000
Govt Residential Industrial Training Institute,,Andhra Pradesh,cec,15000
Govt Residential Industrial Training Institute,,Andhra Pradesh,hec,15000
Govt Residential Industrial Training Institute,,Andhra Pradesh,general,15000
Dr V Kranthis Govt ITI,,Andhra Pradesh,mpc,15000
Dr V Kranthis Govt ITI,,Andhra Pradesh,bipc,15000
Dr V Kranthis Govt ITI,,Andhra Pradesh,cec,15000
Dr V Kranthis Govt ITI,,Andhra Pradesh,hec,15000
Dr V Kranthis Govt ITI,,Andhra Pradesh,general,15000
Govt Industrial Training Institute Tenali,,Andhra Pradesh,mpc,15000
Govt Industrial Training Institute Tenali,,Andhra Pradesh,bipc,15000
Govt Industrial Training Institute Tenali,,Andhra Pradesh,cec,15000
Govt Industrial Training Institute Tenali,,Andhra Pradesh,hec,15000
Govt Industrial Training Institute Tenali,,Andhra Pradesh,general,15000
Govt Industrial Training Institute for Girls,,Andhra Pradesh,mpc,15000
Govt Industrial Training Institute for Girls,,Andhra Pradesh,bipc,15000
Govt Industrial Training Institute for Girls,,Andhra Pradesh,cec,15000
Govt Industrial Training Institute for Girls,,Andhra Pradesh,hec,15000
Govt Industrial Training Institute for Girls,,Andhra Pradesh,general,15000
Govt. Industrial Training Institute for Girls,,Andhra Pradesh,mpc,15000
Govt. Industrial Training Institute for Girls,,Andhra Pradesh,bipc,15000
Govt. Industrial Training Institute for Girls,,Andhra Pradesh,cec,15000
Govt. Industrial Training Institute for Girls,,Andhra Pradesh,hec,15000
Govt. Industrial Training Institute for Girls,,Andhra Pradesh,general,15000
"Govt. Industrial Training Institute, Vakadu",Vakadu,Andhra Pradesh,mpc,15000
"Govt. Industrial Training Institute, Vakadu",Vakadu,Andhra Pradesh,bipc,15000
"Govt. Industrial Training Institute, Vakadu",Vakadu,Andhra Pradesh,cec,15000
"Govt. Industrial Training Institute, Vakadu",Vakadu,Andhra Pradesh,hec,15000
"Govt. Industrial Training Institute, Vakadu",Vakadu,Andhra Pradesh,general,15000
"Govt. ITI for Minorities, Kadapa",Kadapa,Andhra Pradesh,mpc,15000
"Govt. ITI for Minorities, Kadapa",Kadapa,Andhra Pradesh,bipc,15000
"Govt. ITI for Minorities, Kadapa",Kadapa,Andhra Pradesh,cec,15000
"Govt. ITI for Minorities, Kadapa",Kadapa,Andhra Pradesh,hec,15000
"Govt. ITI for Minorities, Kadapa",Kadapa,Andhra Pradesh,general,15000
"Govt. ITI, Vijayapuram",Vijayapuram,Andhra Pradesh,mpc,15000
"Govt. ITI, Vijayapuram",Vijayapuram,Andhra Pradesh,bipc,15000
"Govt. ITI, Vijayapuram",Vijayapuram,Andhra Pradesh,cec,15000
"Govt. ITI, Vijayapuram",Vijayapuram,Andhra Pradesh,hec,15000
"Govt. ITI, Vijayapuram",Vijayapuram,Andhra Pradesh,general,15000
"Govt. ITI, Yerraguntla",Yerraguntla,Andhra Pradesh,mpc,15000
"Govt. ITI, Yerraguntla",Yerraguntla,Andhra Pradesh,bipc,15000
"Govt. ITI, Yerraguntla",Yerraguntla,Andhra Pradesh,cec,15000
"Govt. ITI, Yerraguntla",Yerraguntla,Andhra Pradesh,hec,15000
"Govt. ITI, Yerraguntla",Yerraguntla,Andhra Pradesh,general,15000
"Govt. ITI, Rajampet",Rajampet,Andhra Pradesh,mpc,15000
"Govt. ITI, Rajampet",Rajampet,Andhra Pradesh,bipc,15000
"Govt. ITI, Rajampet",Rajampet,Andhra Pradesh,cec,15000
"Govt. ITI, Rajampet",Rajampet,Andhra Pradesh,hec,15000
"Govt. ITI, Rajampet",Rajampet,Andhra Pradesh,general,15000
Govt. ITI Vemula,,Andhra Pradesh,mpc,15000
Govt. ITI Vemula,,Andhra Pradesh,bipc,15000
Govt. ITI Vemula,,Andhra Pradesh,cec,15000
Govt. ITI Vemula,,Andhra Pradesh,hec,15000
Govt. ITI Vemula,,Andhra Pradesh,general,15000
Govt. ITI Tondur,,Andhra Pradesh,mpc,15000
Govt. ITI Tondur,,Andhra Pradesh,bipc,15000
Govt. ITI Tondur,,Andhra Pradesh,cec,15000
Govt. ITI Tondur,,Andhra Pradesh,hec,15000
Govt. ITI Tondur,,Andhra Pradesh,general,15000
"Govt. ITI,",,Andhra Pradesh,mpc,15000
"Govt. ITI,",,Andhra Pradesh,bipc,15000
"Govt. ITI,",,Andhra Pradesh,cec,15000
"Govt. ITI,",,Andhra Pradesh,hec,15000
"Govt. ITI,",,Andhra Pradesh,general,15000
"Govt. ITI, Lingala",Lingala,Andhra Pradesh,mpc,15000
"Govt. ITI, Lingala",Lingala,Andhra Pradesh,bipc,15000
"Govt. ITI, Lingala",Lingala,Andhra Pradesh,cec,15000
"Govt. ITI, Lingala",Lingala,Andhra Pradesh,hec,15000
"Govt. ITI, Lingala",Lingala,Andhra Pradesh,general,15000
Govt. ITI Alur,,Andhra Pradesh,mpc,15000
Govt. ITI Alur,,Andhra Pradesh,bipc,15000
Govt. ITI Alur,,Andhra Pradesh,cec,15000
Govt. ITI Alur,,Andhra Pradesh,hec,15000
Govt. ITI Alur,,Andhra Pradesh,general,15000
"Govt. ITI, Payakaraopeta,",Payakaraopeta,Andhra Pradesh,mpc,15000
"Govt. ITI, Payakaraopeta,",Payakaraopeta,Andhra Pradesh,bipc,15000
"Govt. ITI, Payakaraopeta,",Payakaraopeta,Andhra Pradesh,cec,15000
"Govt. ITI, Payakaraopeta,",Payakaraopeta,Andhra Pradesh,hec,15000
"Govt. ITI, Payakaraopeta,",Payakaraopeta,Andhra Pradesh,general,15000
"Govt. ITI, Rajam",Rajam,Andhra Pradesh,mpc,15000
"Govt. ITI, Rajam",Rajam,Andhra Pradesh,bipc,15000
"Govt. ITI, Rajam",Rajam,Andhra Pradesh,cec,15000
"Govt. ITI, Rajam",Rajam,Andhra Pradesh,hec,15000
"Govt. ITI, Rajam",Rajam,Andhra Pradesh,general,15000
"Govt. ITI, Tadpatri",Tadpatri,Andhra Pradesh,mpc,15000
"Govt. ITI, Tadpatri",Tadpatri,Andhra Pradesh,bipc,15000
"Govt. ITI, Tadpatri",Tadpatri,Andhra Pradesh,cec,15000
"Govt. ITI, Tadpatri",Tadpatri,Andhra Pradesh,hec,15000
"Govt. ITI, Tadpatri",Tadpatri,Andhra Pradesh,general,15000
Platinum Vocational Training Centre,,Andhra Pradesh,mpc,30000
Platinum Vocational Training Centre,,Andhra Pradesh,bipc,30000
Platinum Vocational Training Centre,,Andhra Pradesh,cec,30000
Platinum Vocational Training Centre,,Andhra Pradesh,hec,30000
Platinum Vocational Training Centre,,Andhra Pradesh,general,30000
Prestige Industrial Training Centre,,Andhra Pradesh,mpc,30000
Prestige Industrial Training Centre,,Andhra Pradesh,bipc,30000
Prestige Industrial Training Centre,,Andhra Pradesh,cec,30000
Prestige Industrial Training Centre,,Andhra Pradesh,hec,30000
Prestige Industrial Training Centre,,Andhra Pradesh,general,30000
"Bhagavatula Charitable Trust Private ITI,",,Andhra Pradesh,mpc,30000
"Bhagavatula Charitable Trust Private ITI,",,Andhra Pradesh,bipc,30000
"Bhagavatula Charitable Trust Private ITI,",,Andhra Pradesh,cec,30000
"Bhagavatula Charitable Trust Private ITI,",,Andhra Pradesh,hec,30000
"Bhagavatula Charitable Trust Private ITI,",,Andhra Pradesh,general,30000
St. Alloysis Industrial Training Centre,,Andhra Pradesh,mpc,30000
St. Alloysis Industrial Training Centre,,Andhra Pradesh,bipc,30000
St. Alloysis Industrial Training Centre,,Andhra Pradesh,cec,30000
St. Alloysis Industrial Training Centre,,Andhra Pradesh,hec,30000
St. Alloysis Industrial Training Centre,,Andhra Pradesh,general,30000
"Govt Industrial Training Institute, Tabarijo",Tabarijo,Arunachal Pradesh,mpc,15000
"Govt Industrial Training Institute, Tabarijo",Tabarijo,Arunachal Pradesh,bipc,15000
"Govt Industrial Training Institute, Tabarijo",Tabarijo,Arunachal Pradesh,cec,15000
"Govt Industrial Training Institute, Tabarijo",Tabarijo,Arunachal Pradesh,hec,15000
"Govt Industrial Training Institute, Tabarijo",Tabarijo,Arunachal Pradesh,general,15000
"Govt. Industrial Training Institute, Yupia",Yupia,Arunachal Pradesh,mpc,15000
"Govt. Industrial Training Institute, Yupia",Yupia,Arunachal Pradesh,bipc,15000
"Govt. Industrial Training Institute, Yupia",Yupia,Arunachal Pradesh,cec,15000
"Govt. Industrial Training Institute, Yupia",Yupia,Arunachal Pradesh,hec,15000
"Govt. Industrial Training Institute, Yupia",Yupia,Arunachal Pradesh,general,15000
"Govt. Industrial Training Institute,Dirang",Dirang,Arunachal Pradesh,mpc,15000
"Govt. Industrial Training Institute,Dirang",Dirang,Arunachal Pradesh,bipc,15000
"Govt. Industrial Training Institute,Dirang",Dirang,Arunachal Pradesh,cec,15000
"Govt. Industrial Training Institute,Dirang",Dirang,Arunachal Pradesh,hec,15000
"Govt. Industrial Training Institute,Dirang",Dirang,Arunachal Pradesh,general,15000
"Govt. Industrial Training Institute, Roing",Roing,Arunachal Pradesh,mpc,15000
"Govt. Industrial Training Institute, Roing",Roing,Arunachal Pradesh,bipc,15000
"Govt. Industrial Training Institute, Roing",Roing,Arunachal Pradesh,cec,15000
"Govt. Industrial Training Institute, Roing",Roing,Arunachal Pradesh,hec,15000
"Govt. Industrial Training Institute, Roing",Roing,Arunachal Pradesh,general,15000
"Govt Industrial Training Institute, Barpeta",Barpeta,Assam,mpc,15000
"Govt Industrial Training Institute, Barpeta",Barpeta,Assam,bipc,15000
"Govt Industrial Training Institute, Barpeta",Barpeta,Assam,cec,15000
"Govt Industrial Training Institute, Barpeta",Barpeta,Assam,hec,15000
"Govt Industrial Training Institute, Barpeta",Barpeta,Assam,general,15000
"Govt Industrial Training Institute, Tinsukia",Tinsukia,Assam,mpc,15000
"Govt Industrial Training Institute, Tinsukia",Tinsukia,Assam,bipc,15000
"Govt Industrial Training Institute, Tinsukia",Tinsukia,Assam,cec,15000
"Govt Industrial Training Institute, Tinsukia",Tinsukia,Assam,hec,15000
"Govt Industrial Training Institute, Tinsukia",Tinsukia,Assam,general,15000
"Govt Industrial Training Institute, Gargaon",Gargaon,Assam,mpc,15000
"Govt Industrial Training Institute, Gargaon",Gargaon,Assam,bipc,15000
"Govt Industrial Training Institute, Gargaon",Gargaon,Assam,cec,15000
"Govt Industrial Training Institute, Gargaon",Gargaon,Assam,hec,15000
"Govt Industrial Training Institute, Gargaon",Gargaon,Assam,general,15000
"Govt Industrial Training Institute, Kokrajhar",Kokrajhar,Assam,mpc,15000
"Govt Industrial Training Institute, Kokrajhar",Kokrajhar,Assam,bipc,15000
"Govt Industrial Training Institute, Kokrajhar",Kokrajhar,Assam,cec,15000
"Govt Industrial Training Institute, Kokrajhar",Kokrajhar,Assam,hec,15000
"Govt Industrial Training Institute, Kokrajhar",Kokrajhar,Assam,general,15000
"Govt Industrial Training Institute, Dhansiri",Dhansiri,Assam,mpc,15000
"Govt Industrial Training Institute, Dhansiri",Dhansiri,Assam,bipc,15000
"Govt Industrial Training Institute, Dhansiri",Dhansiri,Assam,cec,15000
"Govt Industrial Training Institute, Dhansiri",Dhansiri,Assam,hec,15000
"Govt Industrial Training Institute, Dhansiri",Dhansiri,Assam,general,15000
"Govt. Industrial Training Institute, Majuli",Majuli,Assam,mpc,15000
"Govt. Industrial Training Institute, Majuli",Majuli,Assam,bipc,15000
"Govt. Industrial Training Institute, Majuli",Majuli,Assam,cec,15000
"Govt. Industrial Training Institute, Majuli",Majuli,Assam,hec,15000
"Govt. Industrial Training Institute, Majuli",Majuli,Assam,general,15000
Govt Industrial Training Institute Jorhat,,Assam,mpc,15000
Govt Industrial Training Institute Jorhat,,Assam,bipc,15000
Govt Industrial Training Institute Jorhat,,Assam,cec,15000
Govt Industrial Training Institute Jorhat,,Assam,hec,15000
Govt Industrial Training Institute Jorhat,,Assam,general,15000
"Govt Industrial Training Institute, Guwahati",Guwahati,Assam,mpc,15000
"Govt Industrial Training Institute, Guwahati",Guwahati,Assam,bipc,15000
"Govt Industrial Training Institute, Guwahati",Guwahati,Assam,cec,15000
"Govt Industrial Training Institute, Guwahati",Guwahati,Assam,hec,15000
"Govt Industrial Training Institute, Guwahati",Guwahati,Assam,general,15000
"Govt Industrial Training Institute, Tezpur",Tezpur,Assam,mpc,15000
"Govt Industrial Training Institute, Tezpur",Tezpur,Assam,bipc,15000
"Govt Industrial Training Institute, Tezpur",Tezpur,Assam,cec,15000
"Govt Industrial Training Institute, Tezpur",Tezpur,Assam,hec,15000
"Govt Industrial Training Institute, Tezpur",Tezpur,Assam,general,15000
Govt Industrial Training Institute-Nagaon,,Assam,mpc,15000
Govt Industrial Training Institute-Nagaon,,Assam,bipc,15000
Govt Industrial Training Institute-Nagaon,,Assam,cec,15000
Govt Industrial Training Institute-Nagaon,,Assam,hec,15000
Govt Industrial Training Institute-Nagaon,,Assam,general,15000
"Govt Industrial Training Institute, Diphu",Diphu,Assam,mpc,15000
"Govt Industrial Training Institute, Diphu",Diphu,Assam,bipc,15000
"Govt Industrial Training Institute, Diphu",Diphu,Assam,cec,15000
"Govt Industrial Training Institute, Diphu",Diphu,Assam,hec,15000
"Govt Industrial Training Institute, Diphu",Diphu,Assam,general,15000
"Govt Industrial Training Institute, Karimganj",Karimganj,Assam,mpc,15000
"Govt Industrial Training Institute, Karimganj",Karimganj,Assam,bipc,15000
"Govt Industrial Training Institute, Karimganj",Karimganj,Assam,cec,15000
"Govt Industrial Training Institute, Karimganj",Karimganj,Assam,hec,15000
"Govt Industrial Training Institute, Karimganj",Karimganj,Assam,general,15000
"Govt Industrial Training Institute, Nalbari",Nalbari,Assam,mpc,15000
"Govt Industrial Training Institute, Nalbari",Nalbari,Assam,bipc,15000
"Govt Industrial Training Institute, Nalbari",Nalbari,Assam,cec,15000
"Govt Industrial Training Institute, Nalbari",Nalbari,Assam,hec,15000
"Govt Industrial Training Institute, Nalbari",Nalbari,Assam,general,15000
"Govt. Industrial Training Institute, Haflong",Haflong,Assam,mpc,15000
"Govt. Industrial Training Institute, Haflong",Haflong,Assam,bipc,15000
"Govt. Industrial Training Institute, Haflong",Haflong,Assam,cec,15000
"Govt. Industrial Training Institute, Haflong",Haflong,Assam,hec,15000
"Govt. Industrial Training Institute, Haflong",Haflong,Assam,general,15000
"Govt Industrial Training Institute,Dhemaji",Dhemaji,Assam,mpc,15000
"Govt Industrial Training Institute,Dhemaji",Dhemaji,Assam,bipc,15000
"Govt Industrial Training Institute,Dhemaji",Dhemaji,Assam,cec,15000
"Govt Industrial Training Institute,Dhemaji",Dhemaji,Assam,hec,15000
"Govt Industrial Training Institute,Dhemaji",Dhemaji,Assam,general,15000
"Govt. ITI, Goalpara",Goalpara,Assam,mpc,15000
"Govt. ITI, Goalpara",Goalpara,Assam,bipc,15000
"Govt. ITI, Goalpara",Goalpara,Assam,cec,15000
"Govt. ITI, Goalpara",Goalpara,Assam,hec,15000
"Govt. ITI, Goalpara",Goalpara,Assam,general,15000
Tool Room & Training Centre,,Assam,mpc,15000
Tool Room & Training Centre,,Assam,bipc,15000
Tool Room & Training Centre,,Assam,cec,15000
Tool Room & Training Centre,,Assam,hec,15000
Tool Room & Training Centre,,Assam,general,15000
Kenduguri,,ITI Private Assam,mpc,30000
Kenduguri,,ITI Private Assam,bipc,30000
Kenduguri,,ITI Private Assam,cec,30000
Kenduguri,,ITI Private Assam,hec,30000
Kenduguri,,ITI Private Assam,general,30000
Govt Industrial Training Institute,,Bihar,mpc,15000
Govt Industrial Training Institute,,Bihar,bipc,15000
Govt Industrial Training Institute,,Bihar,cec,15000
Govt Industrial Training Institute,,Bihar,hec,15000
Govt Industrial Training Institute,,Bihar,general,15000
Govt Industrial Training Institute Marhowara,,Bihar,mpc,15000
Govt Industrial Training Institute Marhowara,,Bihar,bipc,15000
Govt Industrial Training Institute Marhowara,,Bihar,cec,15000
Govt Industrial Training Institute Marhowara,,Bihar,hec,15000
Govt Industrial Training Institute Marhowara,,Bihar,general,15000
"Govt Industrial Training Institute, Birpur",Birpur,Bihar,mpc,15000
"Govt Industrial Training Institute, Birpur",Birpur,Bihar,bipc,15000
"Govt Industrial Training Institute, Birpur",Birpur,Bihar,cec,15000
"Govt Industrial Training Institute, Birpur",Birpur,Bihar,hec,15000
"Govt Industrial Training Institute, Birpur",Birpur,Bihar,general,15000
Govt.Industrial Training Institute Supaul,,Bihar,mpc,15000
Govt.Industrial Training Institute Supaul,,Bihar,bipc,15000
Govt.Industrial Training Institute Supaul,,Bihar,cec,15000
Govt.Industrial Training Institute Supaul,,Bihar,hec,15000
Govt.Industrial Training Institute Supaul,,Bihar,general,15000
Govt.ITI Bettiah,,Bihar,mpc,15000
Govt.ITI Bettiah,,Bihar,bipc,15000
Govt.ITI Bettiah,,Bihar,cec,15000
Govt.ITI Bettiah,,Bihar,hec,15000
Govt.ITI Bettiah,,Bihar,general,15000
Government Industrial Training Institute,,Bihar,mpc,15000
Government Industrial Training Institute,,Bihar,bipc,15000
Government Industrial Training Institute,,Bihar,cec,15000
Government Industrial Training Institute,,Bihar,hec,15000
Government Industrial Training Institute,,Bihar,general,15000
Govt.Industrial Training Institute for Women,,Bihar,mpc,15000
Govt.Industrial Training Institute for Women,,Bihar,bipc,15000
Govt.Industrial Training Institute for Women,,Bihar,cec,15000
Govt.Industrial Training Institute for Women,,Bihar,hec,15000
Govt.Industrial Training Institute for Women,,Bihar,general,15000
Isha,,ITI Private Bihar,mpc,30000
Isha,,ITI Private Bihar,bipc,30000
Isha,,ITI Private Bihar,cec,30000
Isha,,ITI Private Bihar,hec,30000
Isha,,ITI Private Bihar,general,30000
New Vivekanand,,Industrial Training InPsrtiitvuattee Bihar,mpc,30000
New Vivekanand,,Industrial Training InPsrtiitvuattee Bihar,bipc,30000
New Vivekanand,,Industrial Training InPsrtiitvuattee Bihar,cec,30000
New Vivekanand,,Industrial Training InPsrtiitvuattee Bihar,hec,30000
New Vivekanand,,Industrial Training InPsrtiitvuattee Bihar,general,30000
Sadguru Technical,,ITI Private Bihar,mpc,30000
Sadguru Technical,,ITI Private Bihar,bipc,30000
Sadguru Technical,,ITI Private Bihar,cec,30000
Sadguru Technical,,ITI Private Bihar,hec,30000
Sadguru Technical,,ITI Private Bihar,general,30000
Mahatma Budh Private ITI-,,Bihar,mpc,30000
Mahatma Budh Private ITI-,,Bihar,bipc,30000
Mahatma Budh Private ITI-,,Bihar,cec,30000
Mahatma Budh Private ITI-,,Bihar,hec,30000
Mahatma Budh Private ITI-,,Bihar,general,30000
Asha Pvt. ITI-,,Bihar,mpc,30000
Asha Pvt. ITI-,,Bihar,bipc,30000
Asha Pvt. ITI-,,Bihar,cec,30000
Asha Pvt. ITI-,,Bihar,hec,30000
Asha Pvt. ITI-,,Bihar,general,30000
New Sai Private ITI-,,Bihar,mpc,30000
New Sai Private ITI-,,Bihar,bipc,30000
New Sai Private ITI-,,Bihar,cec,30000
New Sai Private ITI-,,Bihar,hec,30000
New Sai Private ITI-,,Bihar,general,30000
Vatika,,ITI Private Bihar,mpc,30000
Vatika,,ITI Private Bihar,bipc,30000
Vatika,,ITI Private Bihar,cec,30000
Vatika,,ITI Private Bihar,hec,30000
Vatika,,ITI Private Bihar,general,30000
"Rajnath Chaudhary Privare ITI,",,Bihar,mpc,30000
"Rajnath Chaudhary Privare ITI,",,Bihar,bipc,30000
"Rajnath Chaudhary Privare ITI,",,Bihar,cec,30000
"Rajnath Chaudhary Privare ITI,",,Bihar,hec,30000
"Rajnath Chaudhary Privare ITI,",,Bihar,general,30000
Loyala,,ITI Private Bihar,mpc,30000
Loyala,,ITI Private Bihar,bipc,30000
Loyala,,ITI Private Bihar,cec,30000
Loyala,,ITI Private Bihar,hec,30000
Loyala,,ITI Private Bihar,general,30000
Adharsh Industrial Training Centre,,Bihar,mpc,30000
Adharsh Industrial Training Centre,,Bihar,bipc,30000
Adharsh Industrial Training Centre,,Bihar,cec,30000
Adharsh Industrial Training Centre,,Bihar,hec,30000
Adharsh Industrial Training Centre,,Bihar,general,30000
"Mata Anari Devi Private ITI, A2",A2,Bihar,mpc,30000
"Mata Anari Devi Private ITI, A2",A2,Bihar,bipc,30000
"Mata Anari Devi Private ITI, A2",A2,Bihar,cec,30000
"Mata Anari Devi Private ITI, A2",A2,Bihar,hec,30000
"Mata Anari Devi Private ITI, A2",A2,Bihar,general,30000
Gems ITC,,Bihar,mpc,30000
Gems ITC,,Bihar,bipc,30000
Gems ITC,,Bihar,cec,30000
Gems ITC,,Bihar,hec,30000
Gems ITC,,Bihar,general,30000
North Bihar ITC,,Bihar,mpc,30000
North Bihar ITC,,Bihar,bipc,30000
North Bihar ITC,,Bihar,cec,30000
North Bihar ITC,,Bihar,hec,30000
North Bihar ITC,,Bihar,general,30000
Adarsh ITC,,Bihar,mpc,30000
Adarsh ITC,,Bihar,bipc,30000
Adarsh ITC,,Bihar,cec,30000
Adarsh ITC,,Bihar,hec,30000
Adarsh ITC,,Bihar,general,30000
"Sardar Vallabh Bhai Patel ITC, Daudnagar",Daudnagar,Bihar,mpc,30000
"Sardar Vallabh Bhai Patel ITC, Daudnagar",Daudnagar,Bihar,bipc,30000
"Sardar Vallabh Bhai Patel ITC, Daudnagar",Daudnagar,Bihar,cec,30000
